chapter_id,title,chars,pair_index,pair_pos,hook_type,hook_tail_quote,reward_signals
CH0686,第685章 轮回之灵（一）,3470,343,2,crisis,刚一动，庞大如浆液般的浓稠灵压瞬间便将其狠狠压住。换山道人面色一冷，右手刹那间对着白松子就是一剑。 不料白松子压根就不理会刺向自己头部的木剑，合身狠狠扑向换山道人。居然是以命换命的打法。 “想要我死！我先吞了你！！” “那你就去死吧！”换山道人同样暴怒，猛地加速剑刃，刺向白松子眉心。 杀了它大不了炼制成妖王层次的傀儡！,突破 第 层 得到
CH0687,第686章 轮回之灵（二）,3477,344,1,crisis,黑色湖泊中隆隆声缓缓响起，一道身长数千米之巨的恐怖巨鹤缓缓升腾起来。 黑翼，红冠，金色尖喙，漆黑羽毛。 巨鹤双翅张开，漆黑的双翼上布满了无以计数的金色眼睛。 更为诡异的是，它只有上半身是仙鹤外形，下半身依旧是庞大人形。这根本就是一头鹤头人身的恐怖怪物。 唧！！！ 巨鹤猛地仰头，双翼一振，轰然冲向天空压塌下来的漆黑山峰！,第 层
CH0688,第687章 因果（一）,3338,344,2,reversal,着他已经老得不成样子的面容。 还有月王身旁，同样已经苍老得几乎认不出了的元媛媛和元柳柳。 两个曾经青葱的美貌少女，此时却只能勉强从其脸上看出一点点曾经的轮廓痕迹。 “你们……这些年还好吧？”路胜沉默了一阵，低声问。 “你留下来的鹤王洞已经护持了月王府很久了。”月王笑了笑，“好算不上，但还算太平。只是苦了你两个妹妹……”,融合 第 层 得到
CH0689,第688章 因果（二）,3380,345,1,crisis, “算是吧……”路胜笑了笑。 “先生却是有所不知，这里终年大雾，要想从正面进山，用不了多久就会自己迷路又绕出来。我之前来过一次，也是迷迷糊糊的便被送了出来。”庄尹雪有些无奈道。 “也不知道这里是不是真的有仙人居住……” “你求仙问道，是为了什么？”路胜忽然问。 庄尹雪沉默了下，道：“我家人都被奸人所害，我只是想报仇。”,突破 层 得到
CH0690,第689章 试探（一）,3677,345,2,crisis,胜面带微笑。 吼！！ 巨大黑虎仰天咆哮一声，身上有无数黑色丝线勾连着身后路胜。 忽然间，它对着上空猛地一冲，狠狠撞破无数金色符文链，冲天而起，笔直射入厚厚云层中，消失不见。 路胜仰头望着黑虎破阵。 “这等威势，果真不愧是上古虎灵！” 他低头看了看自己身上完好无损的金色符文链。 “不过……我为什么还在这儿？”他思索了下。,层 得到
CH0691,第690章 试探（二）,3389,346,1,reversal,路胜伸手一抓，顿时将烟气捏在手中，检视了一二后，这里面没有任何猫腻，清清楚楚的可以看到，就只有这一种能量在翻滚挣扎。 他张口一吸。 顿时烟气瞬间涌入自己口中，消失在喉咙深处。 几乎是同一时间，距离空映山万里之外的一处深山茅草屋内，路胜本体猛地睁开双眼，震惊的看着眼前悬浮的深蓝界面。 “只是这么一丝帝娲精华，居然！！？”,突破 融合 第 层
CH0692,第691章 帝娲（一）,3419,346,2,reversal,间，万里内的所有生物全部陷入沉睡，人事不省。 光是这一手，若是在地球，就是瞬间覆盖了一个国家面积的恐怖术法，足以毁天灭地。 但在这里，这个名为玄界的地方，仅仅只能是覆盖住一片对于玄界来说不算大的树海。 路胜轻轻落到黑球面前，缓缓伸手，试探性的弹出一丝黑气。 黑气转瞬便从黑球中穿透而出，落在北面的树海中，烧毁一小块草地。,晋升 提升 推演 第 层 得到
CH0693,第692章 帝娲（二）,3385,347,1,crisis,绿尺满头是血的过来把老爷子扶起来，又把路胜也扶着站起身。 “还……还好……”路胜晕晕乎乎的站起身，手里还捏着那块帝娲精魄。 “这里……到底是什么地方……？？” “适应适应就好了。”绿尺摇头道，“其实今天还算运气好的，之前我们有一次遇到天灾，更惨，那次之前我们原本有五个伙伴……” “什么天灾？”路胜忽然有种不详的预感……,第 层 成功 得到
CH0694,第693章 迁徙（一）,3423,347,2,crisis, 嘶嘶能量流动声中，中正平和的黑晶灵力很快汇聚到一点，然后猛地上冲。 哧！！！ 一道灰色裂口在路胜头顶缓缓张开。 路胜毫不迟疑，浑身瞬间化为一点黑光，冲进裂缝消失不见。 彩色扭曲的时空涡流内，路胜所化黑光，缓缓释放出淡淡彩光，抵抗着周围涡流的侵蚀。 不仅如此，他身上的帝娲精气，居然也自发的散发彩光，辅助他抵挡时空涡流。,成功
CH0695,第694章 迁徙（二）,3749,348,1,reward,施肥决：第九层。（特质：万物滋养，肥沃灵光。文明跃迁。）” 三种特质路胜都瞬间便明白其中的作用和用途，都是用在外物周围环境上的。 对自己的提升几乎没有。 “以此为基础，推演一次，希望能融入我所拥有的全部降临精华。” 他心头沉凝，缓缓点下修改器修改按钮。 另外，他也想看看，寄神力到底能不能代替轮回之灵，直接提升功决境界。,突破 晋升 提升 推演 融合 第 层 成功 得到
CH0696,第695章 预备（一）,3384,348,2,reward,破了，非常顺利，之后只要突破第二层防线游鱼黑网。就能安全抵达接应处。”弥广樱低声道。 “一切全权由您安排了，弥广樱大人。”老绅士微笑低声道。他原本没这么老态，但自从之前和安沙策划的一次行动失败后，他整个人便急速衰老下来。 “放心吧，我叔叔刚才还和我发过信号，只要我们突破第二层防线，就能很快抵达约定地点。”弥广樱微笑道。,突破 提升 推演 强化 第 层 得到
CH0697,第696章 预备（二）,3460,349,1,crisis,，走上天空。 纯白色菱形晶体在他身后缓缓浮现。 哧！！！ 瞬息间晶体张开无数树枝一般的黑色根须，朝着四面八方疯狂蔓延。 转瞬间便蔓延覆盖了周围上千米之巨。 天空缓缓阴暗下来。 轰隆一声巨响。 路胜转眼消失在原处。 城区上空，伴随着剧烈警报声，众人隐隐能看到一团巨大无比的黑鹤虚影正远远飞向星空。眨眼便消失在城池防护层外。,突破 第 层 成功
CH0698,第697章 报复（一）,3406,349,2,question, “怎么了？这边有人要进星系？”巡逻队的另一名红发消瘦男子靠近道。 “这里是周围时空暗流的唯一两个进出口之一，要进也只能从这里进入。”巡逻女子平淡道，“问清楚情况了没？” “还没，正要问你们就来了。” 三人视线落在飞舰身上，单人飞舰一直是价格昂贵至极的顶尖货色，一般修士根本买不起。更不用说一个人驾驶飞到这种偏僻地方来。,第 层
CH0699,第698章 报复（二）,3676,350,1,crisis,然伸手。 手掌远远凝聚出一道巨型金色手掌，体积几乎有西经星一半大小。 “死！！！” 金色手掌轰然抓向黑色光球。 …… 西经星上。 路胜仰头望着越来越近的金色手掌，缓缓张开双臂。 无数黑潮在他脚下涌现，以他为中心，方圆数千里范围全数化为一片黑湖。 “杀了她，千神！” 唧！！！ 一道庞大鹤影从他身后冲天而起，仰头扑向巨掌。,融合 第 层
CH0700,第699章 心相（一）,3401,350,2,reversal,上的东西塞嘴里尝了口，发现都是能吃的，就全干掉了。 “喔我的天！！”小软一屁股坐在沙滩上，满脸惊恐的看着他。“你到底！到底是什么人！！？” “你怎么了？”路胜看着小软惊恐的表情，听到这句问话，忽然心头原本的模糊不清急速清晰起来。 “我？我是……我是……”路胜神情渐渐低沉下来，“我是路胜……对了……我在这里做什么来着？”,第 层
CH0701,第700章 心相（二）,3646,351,1,crisis,深蓝！” 路胜心头一凛，马上站定脚步。看向面前弹出的淡蓝界面。 “看来这世界还是有点意思……以我寄存的八百多万寄神力，我就不信推演不出这方面的规则！” 他伸手抓取一点空气中散开的奇异分子，那种灵魂和烟雾的结合，形成的前所未有的分子，让他心中产生了浓厚兴趣。 “只要弄清最简单的循环原理……我就能推演出近似的适应性功法！”,突破 推演 融合 第
CH0702,第701章 脱离（一）,3371,351,2,crisis,影心头暗骂。 “能别说这些浪费时间的废话么？咱们直白点，不要逼我动手。” “直白？”路胜一挑眉。“我路胜从出生到至今，历经万战未尝一败！你不会是认为这么就制住我了吧？” “你不怕死，但封印术呢？连你这具身体的任何动作都彻底封印，不能离开，不能调动能量，甚至连自杀也做不到。这样封印你十万年。”红影淡淡笑起来。“你怕么？”,推演 层
CH0703,第702章 脱离（二）,3386,352,1,crisis,是一旁星港内停泊着的密密麻麻大小飞舰。 各色不同的飞舰停靠在星港中，如同路胜曾经见识过的星际科幻片，壮观整齐。 嗖！ 他驾着遁光直奔其中零散的单人飞舰区域。 但刚刚飞近，他便想到自己还带着一个托蓝巴赫，而且这趟说不定还能搜救到有幸存者，单人飞舰绝对是不够用的了…… 他视线一转，顿时看向了头顶正在缓缓起飞的一些中型飞舰。,突破 提升 推演 第 层 得到
CH0704,第703章 龙（一）,3424,352,2,crisis,原本打算用寄神力学习一二，但询问之后发现实用性很差，便没这个想法。 反正只要大概明白星图，看得懂航向就行。 飞舰能源炉能量充沛，甚至因为改装的缘故，还额外搭配了无形轮转高能能源炉。 这种能源炉是如今天秤城最高技术水平的结晶。能源源不断的吸收虚空中大部分的物质和能量涉射线，作为能源。 可以节约大部分能源，并延长航行时间。,第 层 成功
CH0705,第704章 龙（二）,3862,353,1,crisis,法中心。在无数红光流动汇聚到一点时，猛地捏动启动手印。 无声无息间，路胜头顶裂开一道指甲盖大小的灰色裂缝。 他趁此机会一个纵身化为一道黄光，射入裂缝消失不见。 …… 柏森特大陆西面。 一头纤细美丽的彩色飞龙，缓缓在龙穴内睁开双眼。她疑惑的低下头，看向自己身下的一颗龙蛋。 那颗龙蛋不知道什么时候，已经裂开了一条细细裂痕。,提升 第 层 得到
CH0706,第705章 法术（一）,3411,353,2,question,体，在传入他脑海的第一刻起，他便知道，这里极有可能是自己下一个寄神力来源的根据地。 这里有着存活了上万年，甚至十万年的远古龙族，也有无数年依旧岿然不动，高高在上的群星诸神。 这样悠久的生命，这样漫长的历史，完全能造就出无与伦比的浩瀚寄神力物品留存。 别的不说，就是那些传承圣器，神器，绝对就是积累了无数寄神力的恐怖物品。,提升 第 成功 得到
CH0707,第706章 法术（二）,3397,354,1,reward,但都被路胜严词拒绝。 按照正常情况下，七彩龙十岁时，会自然而然的发育出操纵塑能系法术火球术的器官。 五十岁时，能自如的掌握五级以下火系元素，同时三级以下的其他系元素法术都能轻松掌握。 这就是七彩龙的天赋，他们是天生的元素施法大师。生来就能拥有最少三级的施法能力，这不需要学习，只要能正常长大即可。 但路胜并不满足于这点。,第 层 得到
CH0708,第707章 苦修（一）,3552,354,2,reward,”路胜点头。 其余三头幼龙此时也不甘示弱的上前。 “我也没问题！”安赛飞自信满满的上前，爪子一挥，同样瞬发出一道火光。 但这火光不是龙火术，而是零级法术的照明术…… 其余两个幼龙也是上去，各自释放出照明术……比起路胜的龙火术，完全不是一个层次。虽然照明术和龙火术看起来很相似…… 蒂雅无奈的摇摇头，看着三头幼龙不再废话。,突破 提升 第 层 成功
CH0709,第708章 苦修（二）,3507,355,1,question,红色元素。 “一个包一发，放完就需要重新充能么？”路胜瞬间明白了深蓝的解决办法。 他看了看自己胸口，想象着自己到时候对付敌人时，应该怎么放。 “这个压根就是把法术修改成了功法了啊……”路胜彻底无奈了。 推演一个法术就是一个包，那他推演十个法术，那不就是十个包？ 一百个法术难道就是一百个包？？！ 而且胸口长肉包什么的……,提升 推演 强化 第 成功 得到 奖励
CH0710,第709章 独立（一）,3657,355,2,reversal,龙存活，能继续安稳繁衍下去，应该就能轻松满足因果需求。” 这个世界因为有神，太过锋芒毕露，不利于隐藏身份，更有可能惹来不知实力有多强的强大对手。 在不知道世界上限的时候。 路胜不打算疯狂壮大七彩龙，而只是选择隐藏身份实力，到处收集寄神力，同时在七彩龙面对关键时机时，出手帮一把就行。 “收拾好了么？”洞外传来莎莉的声音。,突破 提升 推演 第 成功 得到
CH0711,第710章 独立（二）,3409,356,1,reversal,，来帮我建立法师塔，打造牢不可摧的领地……” 正思索着，忽然路胜回过头，看到一只灰兔屁颠屁颠的正从灯塔下方经过，居然一点没发现他站在这边。 “看来正好可以发挥我在那个世界的积累了……”路胜眼中闪过一丝寒光。 虽然千神决吸收了一切其他乱七八糟的能量，但他曾经身为有史以来最强兔子的时期里，对于野外生物的改造经验是最丰富的。,突破 提升 第 层 得到
CH0712,第711章 格局（一）,3576,356,2,reward,材料，成本不高……” 商人在下面滔滔不绝的汇报情况。 路胜却是缓缓从口鼻里喷出一股紫色的纯净魔力烟雾。 他来到这处地方已经好几年了，也成功突破到了七级法师层次。 信不过再往后他也没继续突破了。 而是依靠现在掌握的法术，开始深挖模型，同时利用深蓝不断推演。 在他看来，更高的施法法术，不过是三级之内所有术法的延伸强化运用。,突破 晋升 提升 推演 强化 第 层 成功
CH0713,第712章 格局（二）,3335,357,1,crisis,能站起来。”路胜眼中的欣赏之意更浓了。 “你……到底是谁！！？”金发女子惊怒交加的盯着路胜。她不相信，区区一头幼龙就能有这么强大的实力？ “我？”路胜停下脚步。“很久以前，有人称呼我魔影。拳帝魔影。” “拳……帝！！？” 金发女子心头一颤，这个世界没有这种称呼外号，但光光只是听到这个名词，她也能体会出其中的霸道和杀意。,突破 提升 推演 强化 层 成功
CH0714,第713章 金色（一）,3501,357,2,crisis,吵闹的声音越来越响，忽然哗啦一声脆响，桌上的杯具全部被打翻在地，尽数碎裂。 两人赔了钱，气冲冲的走出去，很快便没了影。 那个微胖的女侍应生和另外两个侍应生一直在一旁劝导，但都没什么效果，反而是一个穿白色小礼裙的金色长发女子出面，才稍稍劝停了情侣的争执，让他们离去。 路胜在这里喝了一年的咖啡，这还是第一次看到这里的老板。,突破 提升 强化 第 层 得到
CH0715,第714章 金色（二）,3758,358,1,crisis,法力惊人？”路红叶指着自己继续道。 “是啊殿下！”两者连忙点头。 “你们又说，我身后有着王族传承，非我的血脉不能……” “路红叶！还不开始练琴！想死是吧！！？” 猛地一阵怒吼从门外瞬间传进来。 路红叶浑身寒毛直竖，差点吓得从床上跳起来，声音震得整个房间都在颤抖。 “知……知道了！在……在练琴！！”她结结巴巴的大声回应。,第
CH0716,第715章 筹划（一）,3660,358,2,crisis,所以现在就当是锻炼锻炼。” 琼林缓缓点头。 “金龙一族和黑龙一族开战，龙族内战向来时间不短，属下担心金龙那些老不死会把小姐推出去当靶子。” “如果让你对上一头远古金龙，你有把握么？”路胜忽然问。 “……这个……”琼林虽然因为催灵丝的缘故，已经成就了不死身，加上本身也是传奇初阶的实力，自信无比，但要说对上一头远古金龙……,突破 提升 第
CH0717,第716章 筹划（二）,3326,359,1,crisis,这一次如果再吃头深渊领主，或许…… 其实原本他是想袭杀半神强者，这类强者拥有神性，但没有点燃神火，更没有神格。就算偷偷吃几个，也不会引起整个神系的警觉。 但后来在发觉了半神和各大神系之间千丝万缕的联系后，路胜便转而看向了深渊。 如果能够彻底解放他本体的实力，那么他完全有可能利用心相世界吃掉整个深渊，获得无法想象的利益。,突破 提升 推演 第 层 成功 得到
CH0718,第717章 半神器（一）,3466,359,2,crisis,朝着曙光城要塞冲击，试图冲过要塞，前往腹地掠夺食物和资源。 所以曙光城也是这个国家最北面最坚实的防线。 路胜看中的就是这把半神器——曙光之剑。 曙光之剑作为历史悠久的古老半神器，曾经在多次的人兽大战中发挥重要作用。 而为了增加晨曦之神的影响力，传播晨曦教义，在动用半神器之前，教会都会带着曙光之剑在曙光城内展览一段时间。,第 层
CH0719,第718章 半神器（二）,3423,360,1,crisis,胆子小，天生经不住吓啊……” 这一掌下去，在场所有人，除了路红叶都要死。 三千六百多级的高阶法师之手足够把整个曙光城压成小饼饼，再在地面砸出一个上千米深的坑。 要是那小子再说晚一点，曙光城就可以从头再来了。重现数千年前大建要塞的盛景。 “还是看看半神器吧。”路胜收回凝聚在手上的奥术能量，身体漂浮起来，朝着曙光之剑靠近。,第 层 得到
CH0720,第719章 硝烟（一）,3445,360,2,crisis,！我是黑暗之神的死敌！毁灭和吞噬黑暗就是我的使命！” 艾尼菲尔斯疯狂的咆哮着。 但遗憾的是，他的力量对于路胜而言毫无意义。 他作为神孽，什么都不怕，只怕蛮力。 刚好遇到的路胜，则是能够把全部力量一股脑全部转化为蛮力的人。 再加上路胜本身就是七彩龙，再怎么样纯粹力量也比一般人类强太多了。 这么一来，艾尼完全被吃得死死的。,推演 第 层
CH0721,第720章 硝烟（二）,4076,361,1,reward,。她压根还没明白自己无心之举，得到的一个承诺到底有多大作用。 路胜站在洞口目送她，一直等到她彻底消失，才收回视线。 “调查一下，如果有什么麻烦，帮她解决掉。”路胜神魂瞬间传递出指令。看来对方还不明白他的一个人情有多少份量。 峡谷周围的一些阴暗角落里，一些隐秘漆黑的影子骤然蠕动消失，转眼便如同从未出现过一般，消失在原处。,层 成功 得到
CH0722,第721章 后台（一）,3468,361,2,crisis,“主人，有紧急情报。”这人影扬手打出一道红光，飞射到路胜手心，化为一封精致的类似请柬的情报单。 路胜挑了挑眉，拿起单子迅速扫视一遍。 “喔……？”他微微讶然起来，看到信上的内容，就算是他也不由得为蒂雅的果决感到赞赏。 “单靠巴维坦，恐怕不够了……”放下信，路胜视线在面前几人身上一一扫视。 “那么，有兴趣出去走一趟么？”,第 层 得到
CH0723,第722章 后台（二）,3657,362,1,reversal,后，我们也已经上千年没见了。来，一起喝两杯。”坎斯迪波尔懒洋洋的打了个响指，顿时一张桌子两张椅子出现在两人之间，上边还自动浮现出美酒佳肴。 …… 曙光城。 路胜嘴角微勾，站在书房窗前，远远眺望着满是梯云的天空。 “来吧……化身也好，分身也好，多少来点尝尝味道……” 他眼里闪耀着暗黄色的灰光，给人一种贪婪邪恶的诡异感觉。,突破 层
CH0724,第723章 召唤（一）,3795,362,2,crisis,抖，想起自己送两头幼龙抵达后，那个男人脸上带着的莫名笑容。 虽然她做过不少好事，但真要说最有可能帮助自己的，就只能是哪两头七彩龙的兄长。 因为看外表她也能看出对方实力不弱。 只是她压根没想到，对方的层次居然能达到这种高度…… “不过现在只是我一个人在猜，还是先去证实再说。”蒂雅心念急转，飞快冲进峡谷，朝着远处飞奔而去。,晋升 第 层 成功
CH0725,第724章 召唤（二）,3484,363,1,question,前悄悄挪动了一小段距离！ “不是吧……？？！！”密斯托卡感觉有点不妙了。 还有这种操作！！？ 他觉得自己几万年的岁数全活到了狗身上。 “我……” 还没来得及吐出下一个字，一排密密麻麻的黑色手臂猛地冲出传送门。 几只手捂住它嘴巴，其余手臂争先恐后的抓住它全身，一股无法想象的恐怖巨力，拉动着它噗嗤一下。 瞬间便没入传送门。,层
CH0726,第725章 地狱（一）,3574,363,2,crisis,该死！这次的深渊反击怎么这么强！？情愿打碎和受伤都不愿意给我留点好处！你行啊！深渊！老子记住你了！！” 路胜心头火起，一边想着早晚要吃掉深渊，一边赶紧催动本体神通，开始弥补这具身体的结构组织。 他足足布置准备了好几个小时，辛辛苦苦连哄带骗，才召唤来的好东西，还没来得及下嘴就被摘了桃子，抢了劳动成果。 他不火才叫有鬼了。,推演 第 层
CH0727,第726章 地狱（二）,4219,364,1,reversal,该先吃什么好。看起来大伙都很兴奋，毕竟这么多年都没出去过了，这次有机会出去，自然都很高兴。 八个头看起来都很……等等！八个头！！？ 奎恩玛尼忽然意识到一个极度恐怖的问题。 他记得自己明明一共才只有八个头，但是现在加上自己，那就是九个头！！ 九个头！！！ 那多出来的个头，是哪来的！！？ 奎恩玛尼的眼神一瞬间变得极度惊悚。,推演 第 层
CH0728,第727章 吞噬（一）,3529,364,2,question,们能短时间内聚集出最少三到五个半神。” “而我们这里，光诸位神孽就相当于八个半神，其余还有四个圣域，加上我们四个领主也相当于圣域巅峰，那就是差不多两个光明教会的力量啊！！”马恩斯满脸狂热。 其余诸位听到这里，都微微点头。 如果这么看，确实，在主位面，他们已经差不多能随意纵横无敌了。 这股力量，再加上深不可测的主人路胜。,第 层
CH0729,第728章 吞噬（二）,3431,365,1,crisis,，没营养的，我什么都试过了，从来没有一次吃饱过……为什么，为什么！！” 男子脸上的眼泪逐渐化为血红闪耀荧光的液体，滴落在地，滴在正在献祭的阵法上，迅速开始融入其中，腐蚀阵法淡淡的金光。 “所以我觉得一定是我吃的东西不对。”男子原本脸上的泪水迅速化为两道血色花纹。 他脸色的悲戚逐渐变换成笑容。 “你！！？”巴迪面色一变。,推演 强化 第 层 成功 得到
CH0730,第729章 神祇（一）,4030,365,2,crisis,太过弱小，所以主位面的排斥力并不大。这样也让其得以自保。 不少的神祇其实都知道他的存在，但有着神国的保护，雷尔本身能够发挥出近乎全部的实力。 而其他神祇会被主位面压制更多，能够发挥的力量虽然强，但也不会比他强出多少。 所以也就没人招惹。 顶多只有偶尔知晓这个秘密的传奇和圣域们。想要封神，会前来围剿。 但大多都有来无回。,推演 强化 第 层
CH0731,第730章 神祇（二）,3686,366,1,crisis,中微微点头。 毕竟是真正弑神，万一引发诸神神系的警觉，那就麻烦了。所以要尽可能的动作快。 “吃的时候不能嚼！要一气呵成！一口都不能嚼，记住啊！” “可是这样不会很难受么……”千神巨鹤无奈道，虽然都是一个人的分身，但位置不同，意识不同，自然承受的感知也不同。 虽然他只是临时分出来的一个神念，但神念也是人啊，也会不爽难受。,推演 融合 层 成功
CH0732,第731章 旅途（一）,3360,366,2,crisis,升境界。 收掉神格后，路胜来到洞窟的另一角，那里的石桌上摆放了不少铜板，铜板上刻印着最新的关于七彩龙的情报。 之前正值光明教会和阴影教会大战，战事混乱，路胜也忙着四处狩猎真神。 也正好在这段时间里，七彩龙族那边终于有了最新情报。 “红龙圣地赤血山脉派出追杀队，配合半神沙丁追杀七彩龙一族，迄今为止已经猎杀了两头七彩龙。”,提升 层 成功 得到 统管
CH0733,第732章 旅途（二）,3945,367,1,crisis,该做的。”路胜最看不得客气的人，索性又加了点力盖上去。 咔嚓。 朦胧中似乎听到什么东西断掉了。 不过路胜最近对自己的力量掌握很自信，虽然感悟神格又提升了自己这具身体的全方面素质。 但他自信自己完全能驾驭得当。 “救……救命……”衣服下面传出声如蚊蚋的响动。 路胜收回手。 “不用客气，出门在外，遇到困难就应该相互帮助。”,提升 层
CH0734,第733章 肆意（一）,3394,367,2,reversal,块常人一顿都吃不完的肉块，然后几下便咀嚼吞咽下去。 如果说看佐恩娜吃饭是一种享受，那么看他吃饭，就是一种难受。 半个小时不到，路胜已经吃掉了至少十人份的饭菜。 上菜的侍者站在一旁直冒冷汗，一些看到佐恩娜美貌的贵族，看到这一幕也是不再敢靠近，只敢远远指指点点。 毕竟就算是最能吃的兽族象人，也不可能像路胜这样一顿吃这么多。,提升 第
CH0735,第734章 肆意（二）,3643,368,1,reversal,话都说到这个份上了，他就放手一搏！ 大不了这个位面被彻底搞废，反正不是他老家，宇宙这么大，大不了换个地方重新开始。 想到这里，他伸手拍拍佐恩娜肩膀。 “你不错，觉悟很高，以后如果没处混了，可以来找我。” 佐恩娜愣了下，还没等她反应过来，路胜便已经起身离开。 “你说真的？” 不过等她反应过来，路胜已经快要走得看不到影了。,晋升 提升 第 层
CH0736,第735章 变革（一）,3381,368,2,reversal,连累你……”科博易强忍想要答应下来的冲动，还是低沉道。 现在看来，路胜简直就是他们七彩龙族最后的希望，只要等他悄然成长起来，整个七彩龙族，未来才会有更大的希望。 “没关系，莎莉和博格在我那也一直很好。另外我和金龙一族的关系也很不错，还有光明教会也很照顾我，前不久还送了把半神器给我作为礼物。不过我没要。”路胜神色自然道。,突破 晋升 第
CH0737,第736章 变革（二）,3931,369,1,crisis,浑身吓得僵直不动的猎豹，塞进大嘴就这么咀嚼起来。 “真是太久没有享受过新鲜的血肉了……” “去吧，小的们！！”他猛然举起战锤指向前方。 呼！！ 图尔丝的身后，一头头只比他矮一点点的巨大灰兔，手持各种钢叉弯刀蜂拥而出。 无以计数的兔子们，眼冒红光，发出狞笑，手持利刃扑向岛屿上的无数生灵和城镇。 真正的位面战争，开始了……,第 层 成功
CH0738,第737章 位面之战（一）,3463,369,2,crisis,。 这些愿望和意志，就像无数道枷锁和丝线，死死捆绑住神灵。 “刚才那个，是沙丁的老巢吧？”半路上，蒂雅忽然出身问道。 “恩。”路胜肯定回答。 “……”蒂雅没再说话，她记得自己看到过，路胜手里还有至少两根刚才那种试管。 如果每根试管都和刚才那根一个效果的话…… 路胜手里确实还有其他世界的连同仪式液体，不过他不打算使用了。,推演 第 层 得到
CH0739,第738章 位面之战（二）,4185,370,1,crisis,看到里面光晕中浮现出外界各地的景象。 无数的传送阵红光纷纷亮起，大量的兔族勇士蜂拥冲出。 东方，西方，北面，南面，甚至是海岛，沙漠，极地。 数十亿的兔族，完全是举族皆兵的特性，疯狂的涌入主位面。 整个主位面一时间几乎是大半位置，全部燃起了圣草教会的火光。 “这是圣战！” “圣战！！” 四大神祇心头也忍不住涌出丝丝热血。,突破 第 层
CH0740,第739章 位面之战（三）,3474,370,2,crisis,担忧的是，这些兔子们居然并不肆意乱杀人类，而是将他们聚集到一起，开始宣扬伟大兔佛的慈悲为怀，无私为众生。 并且驱逐他们开始播种大量草类种子。 一部分被放弃的领地里，绝望了的民众们在反抗无效后，发现兔族们居然并没有屠杀他们的意思。 只要他们不反抗，就不会遇到任何麻烦。相反，只要他们加入圣草教会，还会受到额外的护卫队庇护。,提升 第 层
CH0741,第740章 位面之战（四）,3681,371,1,crisis,忽然想起了曾经在大阴被天魔彻底奴役的那些异空间，心中也是微微有些感叹。 兔族三族他并不打算长久的经营下去，他们修炼的气血功法和蛮纹，能够通用适用的世界很少。而且这本身是扭曲宇宙繁衍的。 三族如果放任不管，将来可能产生的威胁，就算是他自己，也不一定能控制得住。 所以他打算这个世界后，就彻底釜底抽薪，消除三族特异性的根源。,突破 第 层
CH0742,第741章 终末（一）,3354,371,2,reversal,身存在，他们就像是心灵和物质之间的链接纽带，将心灵之力源源不断的转化为各式各样的神力，然后反馈给万物大地。” “这里神祇，虽然表面上能达到虚冥状态，但实际上力量本质都很虚，他们所依仗的神力，层次并不算高。根本没办法应付虚冥天魔的力量侵蚀。” 虚冥天魔最大的力量，其实不在于它本身具有什么能量物质，而是在于它们的心灵意志。,推演 融合 第 层
CH0743,第742章 终末（二）,3642,372,1,crisis,已。”莫西耳平淡道。 “哦？？”路胜顿时来了兴趣。“我可是连整个主位面都占了三分之一，你们难道就不担心？” “主神之光明照耀一切，只要太阳明天还升起，光明就永不凋谢。”莫西耳面不改色。 路胜一挑眉，“太阳？你说的是那个？”他指了指窗外。 窗外天空中，金色太阳里，一尊拈花微笑的金色兔佛正释放着无尽金光，照亮下方大地城镇。,第 层
CH0744,第743章 坦白（一）,3377,372,2,crisis,至金龙族，都当然不可能有人听说过，因为那地方压根就是路胜在虚空中一处位面里才建造的庞大浮空城。 如果不出意外的话，他打算带着这座浮空城离开这个世界。 只是那对于世界传送阵的要求就大太多了。就算他是阵法大师，也需要准备很多前期工作，而且能不能成功还是个未知数。 也就是这时，女儿路红叶这边，却是不出所料的来找他坦白真相了。,推演 第 层 成功 得到
CH0745,第744章 坦白（二）,3335,373,1,crisis,到晚上都还是脑子一片空白。 “不好了不好了！黑龙族主力全来了！快要到金龙王族龙窟了！公主殿下快想想办法啊！！长老们快扛不住了！！”忽然一头肥肥的小金龙屁颠屁颠的从窗口扑进来大叫。 “什么！！？”路红叶脑子一个激灵，猛地弹起身。 “快走！先去祖地！！”她拉着小金龙就飞奔出窗户，踏空冲向远处。“无论如何！祖地决不能有失！”,得到
CH0746,第745章 离去,3547,373,2,open,因为他而丰衣足食，地狱族群和深渊恶魔，因为他而放弃邪恶，能自如的行走在光明之下。 无以计数的肥草提供给了生命们难以想象的食物储备，三族联军虽然离开了，但圣草教会的火种依旧还在。 无数感恩虹光之主的教徒们，在主教佐恩娜的带领下，再度开始尝试种种奇异的仪式，试图重新召唤虚空中伟大的虹光之主。 但此时的路胜已经没法再听到了。,第 层
CH0747,第746章 出乎意料,3490,374,1,crisis,路胜心头微微一突，再看向门中的红色，那红色里隐隐有细微的呢喃声传出。 仿佛无数人在痛哭和哀嚎，又像是单纯的风暴呼啸，还夹着诡异哀怨的女子歌唱声。 “有点不对！这不像是天魔世界的通道！”路胜心头一凛。他仔细检查一遍阵法，发现确实联通的就是天魔世界。而且门后面隐隐渗透出来的气息，也有些细微的熟悉感。 “到底是怎么回事！？”,第 层
